,ground_nof,bstory_cnt,bottom_area,season_se_nm,fire_ocrn_hour,daywk,sigungu_nm,spt_safe_cnter_dist,fclty_place_lclas_nm,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,time_unit_tmprt,time_unit_ws,time_unit_humidity,time_unit_rainqty,time_unit_msnf,totar
2923,2.0,1.0,30.78,가을,16.0,화요일,성동구,1.0,주거,N,N,N,N,29.4,2.3,68.0,0.0,0.0,99.84
2925,8.0,1.0,40.71,가을,18.0,화요일,영등포구,2.5,판매/업무시설,N,Y,N,N,29.1,1.7,71.0,0.0,0.0,2170.01
2927,3.0,1.0,71.0,가을,22.0,화요일,성동구,1.4,생활서비스,N,N,N,N,27.8,1.1,72.0,0.0,0.0,168.47
2928,20.0,3.0,929.63,가을,23.0,화요일,중랑구,1.6,주거,N,Y,N,N,27.5,1.4,75.0,0.0,0.0,21751.81
2930,35.0,5.0,4153.2,가을,3.0,수요일,중랑구,2.2,주거,N,Y,N,N,26.9,0.7,81.0,0.1,0.0,46083.71
2932,2.0,1.0,41.25,가을,9.0,수요일,중구,1.0,주거,N,N,N,N,24.9,2.2,93.0,1.0,0.0,123.75
2933,5.0,0.0,616.21,가을,13.0,수요일,금천구,1.9,교육시설,N,Y,N,N,24.1,1.5,97.0,3.9,0.0,3081.05
2934,24.0,1.0,491.58,가을,14.0,수요일,강동구,0.5,주거,N,N,N,N,24.0,2.2,99.0,6.4,0.0,9102.26
2935,3.0,1.0,113.11,가을,15.0,수요일,종로구,1.2,집합시설,N,N,N,N,24.1,2.7,100.0,22.6,0.0,433.63
2936,5.0,1.0,259.9,가을,15.0,수요일,중구,0.5,판매/업무시설,N,N,N,N,24.1,2.7,100.0,22.6,0.0,1137.76
2937,17.0,4.0,2334.26,가을,16.0,수요일,종로구,1.2,판매/업무시설,N,N,N,N,24.4,3.7,99.0,22.3,0.0,47041.09
2938,4.0,1.0,99.9,가을,17.0,수요일,강북구,1.4,생활서비스,N,N,Y,N,24.3,1.7,99.0,13.1,0.0,501.24
2939,3.0,1.0,53.68,가을,17.0,수요일,중구,1.2,주거,N,N,N,N,24.3,1.7,99.0,13.1,0.0,466.4
2941,3.0,4.0,394.89,가을,18.0,수요일,구로구,2.6,집합시설,N,N,N,N,24.4,0.4,97.0,14.1,0.0,2849.64
2942,6.0,2.0,183.13,가을,19.0,수요일,관악구,1.0,판매/업무시설,N,Y,N,N,24.4,1.3,99.0,6.7,0.0,1308.98
2943,1.0,0.0,600.0,가을,20.0,수요일,송파구,1.3,기타서비스,N,N,N,N,24.4,1.4,98.0,1.4,0.0,600.0
2944,1.0,0.0,273.12,가을,22.0,수요일,광진구,2.1,교육시설,N,Y,N,N,25.0,2.2,98.0,0.1,0.0,273.12
2945,2.0,1.0,0.0,가을,0.0,목요일,마포구,1.2,생활서비스,N,N,N,N,25.0,1.6,97.0,0.0,0.0,185.0
2946,6.0,3.0,4023.67,가을,4.0,목요일,관악구,2.5,교육시설,N,Y,N,N,23.4,2.0,96.0,0.1,0.0,27743.26
2947,3.0,0.0,112.2,가을,7.0,목요일,강서구,0.5,판매/업무시설,N,N,N,N,23.6,0.0,96.0,0.1,0.0,333.0
2948,3.0,1.0,3178.16,가을,7.0,목요일,관악구,2.1,교육시설,N,Y,N,N,23.6,0.0,96.0,0.1,0.0,6068.0
2949,4.0,1.0,93.6,가을,10.0,목요일,중랑구,1.0,생활서비스,N,N,N,N,25.2,2.0,89.0,0.0,0.0,512.4
2950,29.0,0.0,870.88,가을,11.0,목요일,금천구,1.0,주거,N,Y,N,N,26.3,2.1,85.0,0.0,0.0,15254.69
2951,4.0,1.0,53.7,가을,13.0,목요일,송파구,1.9,주거,N,N,N,N,27.2,1.9,79.0,0.0,0.0,553.27
2953,4.0,1.0,163.8,가을,15.0,목요일,강남구,1.0,생활서비스,N,Y,N,N,29.4,1.8,67.0,0.0,0.0,872.37
2954,2.0,0.0,198.35,가을,16.0,목요일,중구,0.9,생활서비스,N,N,N,N,29.7,3.2,65.0,0.0,0.0,504.13
2955,2.0,1.0,76.0,가을,17.0,목요일,용산구,0.6,주거,N,N,N,N,29.3,3.4,70.0,0.0,0.0,199.0
2956,21.0,0.0,517.8,가을,18.0,목요일,용산구,2.7,주거,N,N,N,N,28.5,3.6,71.0,0.0,0.0,6442.13
2957,14.0,1.0,392.28,가을,18.0,목요일,성북구,2.0,주거,N,Y,N,N,28.5,3.6,71.0,0.0,0.0,3612.27
2958,2.0,0.0,53.88,가을,20.0,목요일,영등포구,1.8,주거,N,N,N,N,26.1,3.6,81.0,0.0,0.0,128.92
2959,5.0,1.0,355.74,가을,20.0,목요일,강서구,2.3,생활서비스,N,N,Y,N,26.1,3.6,81.0,0.0,0.0,2035.41
2960,3.0,1.0,68.0,가을,4.0,금요일,강북구,1.0,주거,N,N,N,N,23.3,1.6,91.0,0.0,0.0,272.0
2961,5.0,1.0,170.18,가을,7.0,금요일,서초구,1.0,판매/업무시설,N,N,N,N,23.0,1.9,90.0,0.0,0.0,937.49
2962,3.0,0.0,46.6,가을,11.0,금요일,종로구,1.0,판매/업무시설,N,N,N,N,27.6,2.2,72.0,0.0,0.0,115.83
2963,1.0,0.0,30.0,가을,12.0,금요일,금천구,3.2,기타서비스,Y,N,N,N,28.4,1.2,67.0,0.0,0.0,30.0
2964,3.0,2.0,321.0,가을,13.0,금요일,용산구,2.5,주거,N,N,N,N,29.2,2.3,64.0,0.0,0.0,1598.0
2965,11.0,1.0,1553.58,가을,15.0,금요일,구로구,0.7,주거,N,N,N,N,29.8,2.5,60.0,0.0,0.0,16550.28
2966,5.0,0.0,160.95,가을,16.0,금요일,은평구,1.8,주거,N,N,N,N,30.1,3.6,60.0,0.0,0.0,542.14
2967,1.0,1.0,75.97,가을,17.0,금요일,도봉구,1.6,주거,N,N,N,N,30.1,2.6,59.0,0.0,0.0,102.45
2968,2.0,1.0,38.86,가을,18.0,금요일,영등포구,2.7,생활서비스,N,N,N,N,28.3,3.9,60.0,0.0,0.0,125.51
2969,4.0,0.0,289.45,가을,18.0,금요일,강서구,1.2,생활서비스,N,Y,N,N,28.3,3.9,60.0,0.0,0.0,1117.39
2970,3.0,0.0,50.0,가을,19.0,금요일,성동구,1.5,생활서비스,N,N,N,N,28.3,2.9,65.0,0.0,0.0,159.48
2971,12.0,1.0,342.22,가을,22.0,금요일,강서구,0.8,주거,N,Y,N,N,24.5,2.6,84.0,0.0,0.0,2941.57
2972,13.0,0.0,2078.57,가을,22.0,금요일,동대문구,2.0,교육시설,N,Y,N,N,24.5,2.6,84.0,0.0,0.0,15892.05
2973,4.0,1.0,169.8,가을,0.0,토요일,도봉구,2.9,주거,N,N,N,N,24.2,1.4,85.0,0.0,0.0,397.82
2974,3.0,1.0,143.42,가을,1.0,토요일,광진구,1.6,판매/업무시설,Y,N,N,N,24.1,2.9,87.0,0.0,0.0,514.04
2976,3.0,1.0,63.0,가을,4.0,토요일,송파구,0.8,주거,N,N,N,N,23.7,2.8,85.0,0.0,0.0,324.0
2977,4.0,1.0,127.56,가을,7.0,토요일,강서구,1.3,주거,N,N,N,N,24.1,1.7,87.0,0.0,0.0,574.42
2978,1.0,0.0,371.77,가을,7.0,토요일,영등포구,0.5,생활서비스,N,N,N,N,24.1,1.7,87.0,0.0,0.0,371.77
2979,5.0,0.0,119.88,가을,10.0,토요일,은평구,2.6,주거,N,N,N,N,26.2,2.3,78.0,0.0,0.0,462.73
2981,4.0,1.0,0.0,가을,12.0,토요일,서대문구,2.5,주거,N,Y,N,N,27.8,2.1,68.0,0.0,0.0,632.05
2982,6.0,2.0,393.13,가을,12.0,토요일,노원구,2.7,생활서비스,N,Y,N,N,27.8,2.1,68.0,0.0,0.0,3589.72
2984,3.0,1.0,79.57,가을,19.0,토요일,관악구,1.6,주거,N,N,N,N,24.8,1.4,89.0,0.0,0.0,299.04
2985,3.0,1.0,111.42,가을,21.0,토요일,동대문구,0.9,산업시설,N,N,N,N,24.1,0.8,87.0,0.0,0.0,323.41
2986,2.0,1.0,0.0,가을,22.0,토요일,관악구,3.2,집합시설,N,N,N,N,24.0,1.2,89.0,0.0,0.0,169.6
2987,5.0,0.0,103.92,가을,0.0,일요일,강서구,2.9,주거,N,N,N,N,23.2,1.5,92.0,0.0,0.0,415.74
2988,1.0,0.0,53.85,가을,1.0,일요일,중랑구,1.0,주거,N,N,N,N,23.2,1.0,93.0,0.0,0.0,62.11
2989,5.0,0.0,98.58,가을,1.0,일요일,구로구,1.8,판매/업무시설,N,N,N,N,23.2,1.0,93.0,0.0,0.0,401.95
2990,3.0,1.0,262.39,가을,3.0,일요일,구로구,1.8,생활서비스,N,N,N,N,22.7,1.1,91.0,0.0,0.0,999.94
2993,6.0,2.0,0.0,가을,15.0,일요일,영등포구,1.3,판매/업무시설,N,N,N,N,29.4,3.6,66.0,0.0,0.0,3768.26
2994,13.0,1.0,833.13,가을,15.0,일요일,성동구,1.5,주거,N,Y,N,N,29.4,3.6,66.0,0.0,0.0,11736.42
2995,19.0,0.0,351.24,가을,16.0,일요일,강서구,3.3,주거,N,Y,N,N,29.2,4.0,66.0,0.0,0.0,6337.78
2999,6.0,1.0,158.08,가을,6.0,월요일,강남구,0.8,주거,N,N,N,N,23.1,1.7,88.0,0.0,0.0,906.37
3000,5.0,1.0,121.8,가을,8.0,월요일,마포구,0.6,생활서비스,N,N,N,N,24.3,2.6,85.0,0.0,0.0,724.37
3001,3.0,1.0,80.39,가을,9.0,월요일,송파구,0.4,주거,N,N,N,N,25.5,2.0,82.0,0.0,0.0,308.56
3003,15.0,1.0,156.81,가을,10.0,월요일,종로구,1.9,주거,N,N,N,N,27.5,2.4,75.0,0.0,0.0,1961.21
3004,6.0,2.0,311.04,가을,12.0,월요일,강남구,2.0,판매/업무시설,N,N,N,N,29.5,3.1,70.0,0.0,0.0,2879.81
3005,20.0,0.0,1004.0,가을,13.0,월요일,강북구,0.6,주거,N,Y,N,N,30.1,3.1,64.0,0.0,0.0,12840.0
3006,3.0,1.0,323.97,가을,13.0,월요일,관악구,1.6,산업시설,N,N,N,N,30.1,3.1,64.0,0.0,0.0,1295.88
3007,4.0,1.0,140.31,가을,13.0,월요일,중랑구,0.7,판매/업무시설,N,Y,N,N,30.1,3.1,64.0,0.0,0.0,646.0
3008,6.0,1.0,699.6,가을,14.0,월요일,강서구,1.9,판매/업무시설,N,N,N,N,29.5,2.5,62.0,0.0,0.0,2562.43
3009,4.0,1.0,156.04,가을,14.0,월요일,도봉구,1.8,생활서비스,N,N,Y,N,29.5,2.5,62.0,0.0,0.0,822.83
3010,2.0,1.0,95.64,가을,15.0,월요일,강남구,2.0,주거,N,N,N,N,29.7,3.4,65.0,0.0,0.0,286.92
3011,25.0,0.0,1625.92,가을,18.0,월요일,동작구,2.2,판매/업무시설,N,Y,N,N,29.1,2.0,65.0,0.0,0.0,24358.54
3012,2.0,1.0,78.62,가을,22.0,월요일,은평구,1.0,생활서비스,N,N,N,N,26.9,2.3,77.0,0.0,0.0,202.04
3013,4.0,1.0,231.08,가을,23.0,월요일,금천구,2.5,생활서비스,N,Y,N,N,26.2,1.9,78.0,0.0,0.0,1091.63
3014,2.0,1.0,67.47,가을,0.0,화요일,광진구,1.0,주거,N,N,N,N,25.6,2.5,82.0,0.0,0.0,121.33
3016,1.0,0.0,49.5,가을,2.0,화요일,노원구,2.4,생활서비스,N,N,N,N,25.2,2.6,81.0,0.0,0.0,49.5
3017,5.0,0.0,40.0,가을,2.0,화요일,송파구,1.7,주거,N,N,N,N,25.2,2.6,81.0,0.0,0.0,405.4
3018,5.0,1.0,112.07,가을,3.0,화요일,마포구,1.0,주거,N,N,N,N,24.9,1.5,83.0,0.0,0.0,601.17
3019,3.0,1.0,103.37,가을,4.0,화요일,강동구,1.5,주거,N,N,N,N,24.7,0.7,83.0,0.0,0.0,360.28
3020,3.0,1.0,138.68,가을,7.0,화요일,강북구,1.1,판매/업무시설,N,N,N,N,24.6,0.2,84.0,0.0,0.0,492.32
3021,1.0,0.0,15.95,가을,9.0,화요일,성북구,2.0,운수자동차시설,N,N,N,N,27.2,2.1,78.0,0.0,0.0,784.0
3022,3.0,1.0,0.0,가을,10.0,화요일,관악구,1.1,생활서비스,N,N,N,N,28.5,2.3,73.0,0.0,0.0,637.16
3023,7.0,2.0,369.98,가을,10.0,화요일,중랑구,1.1,주거,N,Y,N,N,28.5,2.3,73.0,0.0,0.0,2626.71
3024,3.0,1.0,190.08,가을,10.0,화요일,금천구,0.7,주거,N,N,N,N,28.5,2.3,73.0,0.0,0.0,678.34
3025,15.0,1.0,1642.22,가을,13.0,화요일,영등포구,1.5,주거,N,Y,N,N,30.2,3.1,61.0,0.0,0.0,18804.27
3026,3.0,2.0,232.9,가을,14.0,화요일,강남구,1.9,생활서비스,N,N,N,N,30.1,4.7,61.0,0.0,0.0,650.76
3027,4.0,1.0,312.24,가을,15.0,화요일,관악구,0.8,생활서비스,N,N,N,N,30.7,3.5,59.0,0.0,0.0,1273.13
3028,3.0,0.0,68.8,가을,15.0,화요일,노원구,0.8,생활서비스,N,N,N,N,30.7,3.5,59.0,0.0,0.0,164.79
3033,26.0,1.0,7599.42,가을,20.0,화요일,구로구,2.2,주거,N,N,N,N,27.2,2.7,73.0,0.0,0.0,46111.29
3034,4.0,1.0,109.96,가을,21.0,화요일,중랑구,1.0,판매/업무시설,N,N,N,N,26.6,1.6,77.0,0.0,0.0,470.13
3035,39.0,0.0,621.8,가을,21.0,화요일,성북구,1.8,주거,N,Y,N,N,26.6,1.6,77.0,0.0,0.0,17487.91
3036,3.0,1.0,187.82,가을,0.0,수요일,강남구,2.0,주거,N,N,N,N,25.8,2.8,83.0,0.0,0.0,652.62
3037,4.0,1.0,98.54,가을,10.0,수요일,관악구,1.6,생활서비스,N,N,N,N,27.3,2.2,75.0,0.0,0.0,441.38
3038,2.0,1.0,84.59,가을,11.0,수요일,도봉구,3.3,주거,N,N,N,N,28.5,2.8,69.0,0.0,0.0,248.34
3039,5.0,0.0,217.19,가을,13.0,수요일,광진구,1.4,생활서비스,N,N,N,N,30.0,2.9,62.0,0.0,0.0,809.34
3042,15.0,2.0,380.73,가을,16.0,수요일,마포구,1.5,주거,N,Y,N,N,29.6,2.8,60.0,0.0,0.0,4779.52
3043,3.0,1.0,60.59,가을,17.0,수요일,구로구,2.1,산업시설,N,N,N,N,29.0,2.4,64.0,0.0,0.0,186.76
3044,19.0,1.0,76.16,가을,17.0,수요일,마포구,0.3,주거,N,N,N,N,29.0,2.4,64.0,0.0,0.0,3427.52
3045,3.0,1.0,330.98,가을,21.0,수요일,구로구,0.6,생활서비스,N,Y,N,N,26.9,1.6,75.0,0.0,0.0,1328.39
3047,22.0,0.0,505.11,가을,23.0,수요일,성북구,0.7,주거,Y,Y,N,N,25.3,1.8,79.0,0.0,0.0,8799.64
3048,2.0,1.0,68.2,가을,0.0,목요일,강북구,1.4,주거,N,N,N,N,24.3,1.7,85.0,0.8,0.0,178.38
3049,16.0,3.0,1489.27,가을,2.0,목요일,금천구,4.4,판매/업무시설,N,Y,N,N,23.6,2.5,92.0,0.5,0.0,24745.89
3050,25.0,5.0,8158.11,가을,6.0,목요일,서초구,1.8,교육시설,N,N,N,N,21.0,3.5,97.0,2.7,0.0,124036.93
3051,22.0,1.0,471.18,가을,9.0,목요일,용산구,2.4,주거,N,N,N,N,21.6,3.5,96.0,1.0,0.0,10384.0
3052,19.0,0.0,428.0,가을,9.0,목요일,용산구,2.1,주거,N,Y,N,N,21.6,3.5,96.0,1.0,0.0,5518.27
3053,2.0,1.0,69.21,가을,10.0,목요일,관악구,3.0,주거,N,N,N,N,22.4,3.0,93.0,0.2,0.0,199.44
3054,3.0,1.0,290.91,가을,12.0,목요일,구로구,2.7,산업시설,N,N,N,N,23.2,2.7,88.0,0.0,0.0,1162.98
3055,3.0,1.0,77.72,가을,14.0,목요일,용산구,3.2,주거,N,N,N,N,23.6,4.2,87.0,0.0,0.0,293.77
3056,1.0,0.0,28.69,가을,18.0,목요일,마포구,0.4,운수자동차시설,N,N,N,N,24.6,2.0,82.0,0.0,0.0,28.69
3057,2.0,1.0,46.02,가을,21.0,목요일,금천구,3.2,주거,N,N,N,N,24.4,2.7,82.0,0.0,0.0,138.06
3059,2.0,1.0,98.38,가을,22.0,목요일,강동구,1.7,주거,N,N,N,N,24.1,1.5,80.0,0.0,0.0,247.85
3060,17.0,5.0,586.51,가을,4.0,금요일,강남구,1.8,판매/업무시설,N,Y,N,N,23.2,1.5,88.0,0.0,0.0,12986.17
3061,18.0,1.0,637.27,가을,6.0,금요일,구로구,2.1,주거,N,N,N,N,22.9,2.4,89.0,0.0,0.0,6804.82
3062,12.0,1.0,84.67,가을,8.0,금요일,송파구,1.4,주거,N,Y,N,N,23.6,1.8,88.0,0.0,0.0,8840.85
3063,4.0,1.0,90.79,가을,10.0,금요일,중구,1.2,산업시설,N,N,N,N,25.1,2.1,80.0,0.0,0.0,520.9
3064,6.0,1.0,264.38,가을,12.0,금요일,강동구,0.7,판매/업무시설,N,Y,N,N,27.2,2.1,69.0,0.0,0.0,1793.28
3065,12.0,3.0,0.0,가을,17.0,금요일,중랑구,0.5,주거,N,Y,N,N,27.0,2.5,74.0,0.0,0.0,6881.1
3066,10.0,4.0,606.21,가을,18.0,금요일,송파구,1.2,판매/업무시설,N,Y,N,N,26.9,2.7,74.0,0.0,0.0,9781.69
3067,6.0,2.0,417.5,가을,20.0,금요일,성북구,0.4,주거,N,Y,N,N,25.6,2.0,77.0,0.0,0.0,1435.24
3068,7.0,1.0,428.3,가을,21.0,금요일,강남구,1.3,생활서비스,N,Y,N,N,25.1,2.1,83.0,0.0,0.0,3294.2
3069,6.0,1.0,217.12,가을,21.0,금요일,강남구,1.9,주거,N,Y,N,N,25.1,2.1,83.0,0.0,0.0,828.71
3070,4.0,1.0,110.38,가을,22.0,금요일,강남구,1.8,판매/업무시설,N,N,N,N,24.6,1.7,84.0,0.0,0.0,506.13
3071,27.0,2.0,528.78,가을,23.0,금요일,송파구,2.0,주거,N,Y,N,N,24.3,1.2,87.0,0.0,0.0,10909.06
3072,25.0,0.0,496.48,가을,23.0,금요일,성동구,1.0,주거,N,Y,N,N,24.3,1.2,87.0,0.0,0.0,11357.34
3073,5.0,0.0,196.11,가을,2.0,토요일,구로구,1.3,주거,N,Y,N,N,23.7,1.0,89.0,0.0,0.0,660.27
3074,3.0,1.0,90.78,가을,5.0,토요일,동작구,1.7,판매/업무시설,N,N,N,N,23.5,2.0,90.0,0.0,0.0,380.72
3075,3.0,1.0,101.43,가을,6.0,토요일,관악구,1.6,산업시설,N,N,N,N,23.6,1.5,89.0,0.0,0.0,383.28
3076,1.0,1.0,155.57,가을,8.0,토요일,광진구,2.2,생활서비스,N,N,N,N,24.3,1.9,87.0,0.0,0.0,175.57
3077,22.0,0.0,285.76,가을,10.0,토요일,관악구,1.4,주거,N,Y,N,N,25.6,1.4,79.0,0.0,0.0,5132.6
3078,18.0,4.0,2729.0,가을,13.0,토요일,구로구,0.3,산업시설,N,N,N,N,27.3,2.7,73.0,0.0,0.0,56903.86
3079,22.0,1.0,689.04,가을,14.0,토요일,관악구,1.7,주거,N,Y,N,N,27.7,3.4,70.0,0.0,0.0,11392.26
3080,29.0,2.0,361.46,가을,14.0,토요일,강동구,1.3,주거,N,Y,N,N,27.7,3.4,70.0,0.0,0.0,8177.76
3081,4.0,1.0,310.08,가을,15.0,토요일,강서구,1.7,판매/업무시설,N,N,N,N,27.6,2.6,67.0,0.0,0.0,1395.6
3082,23.0,0.0,547.86,가을,16.0,토요일,강남구,2.0,주거,N,N,N,N,27.1,2.5,69.0,0.0,0.0,9198.62
3083,5.0,0.0,584.0,가을,16.0,토요일,노원구,2.5,주거,N,Y,N,N,27.1,2.5,69.0,0.0,0.0,2920.0
3084,15.0,1.0,605.88,가을,19.0,토요일,서초구,3.1,주거,N,Y,N,N,25.2,1.9,87.0,0.6,0.0,9160.02
3085,14.0,4.0,662.35,가을,2.0,일요일,서초구,1.0,생활서비스,N,Y,N,N,22.1,2.8,96.0,0.0,0.0,12192.93
3087,2.0,1.0,76.0,가을,7.0,일요일,중랑구,2.1,주거,N,N,N,N,22.9,2.6,94.0,0.0,0.0,230.52
3088,4.0,0.0,109.2,가을,14.0,일요일,영등포구,0.7,주거,N,N,N,N,28.0,1.2,76.0,0.0,0.0,427.05
3090,3.0,0.0,320.46,가을,20.0,일요일,송파구,2.9,운수자동차시설,N,Y,N,N,26.1,2.4,83.0,0.0,0.0,940.5
3091,5.0,1.0,105.53,가을,20.0,일요일,성북구,1.6,주거,N,N,N,N,26.1,2.4,83.0,0.0,0.0,512.12
3092,2.0,1.0,48.35,가을,22.0,일요일,은평구,1.3,주거,N,N,N,N,25.8,0.7,86.0,0.0,0.0,445.64
3093,2.0,1.0,274.65,가을,3.0,월요일,노원구,0.9,집합시설,Y,Y,N,N,24.3,1.2,89.0,0.0,0.0,882.0
3094,2.0,1.0,52.02,가을,7.0,월요일,구로구,1.2,주거,N,N,N,N,23.9,1.3,91.0,0.0,0.0,163.26
3095,3.0,0.0,54.28,가을,8.0,월요일,성북구,0.6,판매/업무시설,N,N,N,N,24.5,0.5,89.0,0.0,0.0,141.13
3096,2.0,1.0,50.26,가을,9.0,월요일,관악구,1.0,주거,N,N,N,N,25.5,1.4,83.0,0.0,0.0,150.78
3098,2.0,0.0,108.53,가을,10.0,월요일,강남구,1.6,의료/복지시설,N,N,N,N,26.8,1.2,79.0,0.0,0.0,198.92
3099,3.0,1.0,119.0,가을,14.0,월요일,용산구,1.1,생활서비스,N,N,N,N,31.2,2.9,59.0,0.0,0.0,449.48
3100,5.0,1.0,402.0,가을,16.0,월요일,구로구,1.1,판매/업무시설,N,N,N,N,31.9,3.2,55.0,0.0,0.0,2348.0
3103,3.0,1.0,84.17,가을,19.0,월요일,동작구,2.6,주거,N,N,N,N,30.1,2.7,66.0,0.0,0.0,329.77
3104,24.0,0.0,283.38,가을,20.0,월요일,송파구,1.5,주거,N,Y,N,N,28.7,2.4,72.0,0.0,0.0,5144.65
3105,11.0,5.0,108.18,가을,21.0,월요일,강서구,0.6,생활서비스,N,Y,N,N,28.0,2.0,75.0,0.0,0.0,20440.12
3106,16.0,3.0,437.05,가을,23.0,월요일,강남구,2.3,주거,N,Y,N,N,26.8,1.9,79.0,0.0,0.0,6573.72
3107,7.0,1.0,2228.98,가을,5.0,화요일,은평구,1.5,주거,N,N,N,N,24.6,1.0,86.0,0.0,0.0,10949.3
3108,3.0,1.0,36.93,가을,5.0,화요일,강서구,2.1,생활서비스,N,N,N,N,24.6,1.0,86.0,0.0,0.0,894.05
3110,3.0,0.0,65.79,가을,7.0,화요일,동작구,0.7,생활서비스,N,N,N,N,25.0,1.3,90.0,0.0,0.0,187.27
3112,4.0,3.0,155.18,가을,9.0,화요일,강남구,0.7,생활서비스,N,N,N,N,28.3,1.9,77.0,0.0,0.0,782.52
3114,5.0,0.0,0.0,가을,11.0,화요일,구로구,1.2,주거,N,N,N,N,31.0,2.6,66.0,0.0,0.0,656.95
3115,3.0,1.0,286.18,가을,11.0,화요일,강동구,1.3,판매/업무시설,N,Y,N,N,31.0,2.6,66.0,0.0,0.0,1171.7
3116,12.0,3.0,699.18,가을,13.0,화요일,서초구,3.5,주거,N,Y,N,N,32.6,1.6,57.0,0.0,0.0,4619.0
3117,15.0,1.0,857.0,가을,13.0,화요일,강동구,1.1,주거,N,Y,N,N,32.6,1.6,57.0,0.0,0.0,13719.0
3118,3.0,1.0,209.79,가을,15.0,화요일,관악구,0.5,생활서비스,N,N,N,N,32.2,2.5,58.0,0.0,0.0,762.6
3120,7.0,0.0,201.96,가을,17.0,화요일,관악구,1.6,판매/업무시설,N,N,N,N,32.3,2.1,60.0,0.0,0.0,1120.06
3122,4.0,1.0,68.21,가을,17.0,화요일,광진구,1.2,주거,N,N,N,N,32.3,2.1,60.0,0.0,0.0,649.4
3123,19.0,7.0,1196.52,가을,18.0,화요일,강남구,2.8,판매/업무시설,N,Y,N,N,31.8,2.9,63.0,0.0,0.0,33825.73
3124,5.0,1.0,220.67,가을,18.0,화요일,강남구,5.5,판매/업무시설,N,Y,N,N,31.8,2.9,63.0,0.0,0.0,1044.99
3125,20.0,4.0,1591.93,가을,20.0,화요일,동대문구,1.1,판매/업무시설,N,Y,N,N,29.9,2.7,70.0,0.0,0.0,25935.1
3126,2.0,1.0,82.68,가을,20.0,화요일,성동구,1.0,주거,N,N,N,N,29.9,2.7,70.0,0.0,0.0,204.74
3127,3.0,1.0,114.05,가을,21.0,화요일,금천구,2.0,생활서비스,N,N,N,N,29.5,2.0,73.0,0.0,0.0,456.2
3128,11.0,1.0,336.0,가을,21.0,화요일,중구,1.3,판매/업무시설,N,Y,N,N,29.5,2.0,73.0,0.0,0.0,3267.0
3129,33.0,2.0,59.0,가을,22.0,화요일,송파구,0.7,주거,N,Y,N,N,29.0,0.4,73.0,0.0,0.0,15307.34
3131,3.0,1.0,0.0,가을,8.0,수요일,구로구,0.6,생활서비스,N,N,N,N,27.2,2.4,77.0,0.0,0.0,996.0
3132,5.0,1.0,76.73,가을,8.0,수요일,강북구,1.0,판매/업무시설,N,N,N,N,27.2,2.4,77.0,0.0,0.0,494.94
3133,35.0,4.0,307576.0,가을,9.0,수요일,강남구,1.5,주거,N,N,N,N,28.1,2.4,69.0,0.0,0.0,1322920.2
3134,2.0,0.0,261.96,가을,11.0,수요일,구로구,0.2,생활서비스,N,N,N,N,30.5,1.3,61.0,0.0,0.0,342.62
3135,3.0,1.0,169.0,가을,12.0,수요일,마포구,1.1,주거,N,N,N,N,31.2,2.4,64.0,0.0,0.0,630.0
3138,3.0,1.0,136.0,가을,15.0,수요일,송파구,0.5,산업시설,N,N,N,N,33.0,2.8,55.0,0.0,0.0,544.0
3139,4.0,0.0,107.43,가을,16.0,수요일,강남구,1.5,주거,N,N,N,N,33.0,3.5,56.0,0.0,0.0,356.46
3140,5.0,1.0,85.61,가을,19.0,수요일,관악구,3.5,생활서비스,N,N,N,N,31.0,3.5,57.0,0.0,0.0,489.62
3141,6.0,1.0,68.88,가을,19.0,수요일,마포구,1.5,주거,N,N,N,N,31.0,3.5,57.0,0.0,0.0,448.48
3142,2.0,1.0,123.75,가을,22.0,수요일,서대문구,1.1,주거,N,N,N,N,28.4,2.2,61.0,0.0,0.0,206.64
3144,10.0,1.0,1598.68,가을,0.0,목요일,구로구,1.7,주거,Y,Y,N,N,27.6,1.5,64.0,0.0,0.0,11248.71
3145,4.0,1.0,144.1,가을,0.0,목요일,종로구,1.2,주거,N,N,N,N,27.6,1.5,64.0,0.0,0.0,658.3
3146,14.0,2.0,713.21,가을,1.0,목요일,마포구,1.5,주거,N,Y,N,N,27.1,1.9,67.0,0.0,0.0,8285.08
3148,5.0,1.0,150.12,가을,9.0,목요일,동대문구,1.0,생활서비스,N,N,N,N,28.4,2.6,66.0,0.0,0.0,843.24
3150,2.0,1.0,76.14,가을,12.0,목요일,도봉구,3.5,주거,N,N,N,N,31.6,3.1,59.0,0.0,0.0,232.74
3153,15.0,1.0,0.0,가을,13.0,목요일,양천구,1.6,주거,N,N,N,N,32.5,3.0,54.0,0.0,0.0,10145.04
3154,2.0,1.0,83.64,가을,14.0,목요일,금천구,3.0,주거,N,N,N,N,33.2,3.1,50.0,0.0,0.0,182.82
3155,3.0,1.0,113.68,가을,14.0,목요일,관악구,0.6,주거,N,N,N,N,33.2,3.1,50.0,0.0,0.0,399.98
3156,2.0,1.0,0.0,가을,15.0,목요일,성동구,1.0,주거,N,N,N,N,34.2,2.2,49.0,0.0,0.0,152.1
